ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WHITE,HISPANIC,BLACK,ASIAN,NATIVE,OTHER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGREE
10363,10363,Dillstädt,Thüringen,781,Dillstädt,781,0.50448143,0.49551857,0.01307,0.24259,0.15571,0.05905,0.15008,0.37951,0.04566,0.0452,0.04859,0.03936,0.03328,0.0509,0.06999,0.06224,0.04752,0.05699,0.07382,0.08011,0.08308,0.07198,0.05437,0.05593,0.05012,0.03087,0.11263,0.0522,0.09071,0.03205,0.09496,0.01872,0.28566,0.09363,0.10795,0.11149,0.13015,0.13729,0.6624,0.07016
10364,10364,Einhausen,Thüringen,403,Einhausen,403,0.50372208,0.49627792,0.10839,0.04647,0.09739,0.12552,0.47856,0.14367,0.04786,0.04523,0.0463,0.02742,0.0359,0.0534,0.06052,0.06227,0.05545,0.05859,0.07361,0.09353,0.08077,0.07882,0.0503,0.05495,0.04456,0.03052,0.17558,0.12011,0.18282,0.06627,0.08799,0.00068,0.03605,0.26165,0.03086,0.038,0.58417,0.1277,0.12247,0.16567
10365,10365,Ellingshausen,Thüringen,232,Ellingshausen,232,0.48275862,0.51724138,0.32758,0.16327,0.1973,0.10719,0.01059,0.19406,0.04243,0.04655,0.03427,0.0354,0.04585,0.04217,0.06914,0.06848,0.04898,0.06395,0.0732,0.08314,0.07864,0.06974,0.04547,0.06529,0.05004,0.03727,0.45279,0.13784,0.03292,0.00893,0.18037,0.02758,0.03656,0.07827,0.01761,0.02713,0.09768,0.20807,0.67516,0.01909
10366,10366,Kühndorf,Thüringen,924,Kühndorf,924,0.51839827,0.48160173,0.32591,0.12923,0.13393,0.19251,0.07085,0.14757,0.04589,0.04348,0.04136,0.03825,0.03696,0.04706,0.0675,0.05625,0.0566,0.05943,0.07686,0.08446,0.08461,0.06632,0.04192,0.06229,0.04507,0.0457,0.19982,0.12672,0.178,0.00676,0.03999,0.02048,0.06736,0.10935,0.12128,0.13023,0.06821,0.34193,0.53891,0.05095
10367,10367,Leutersdorf,Thüringen,227,Leutersdorf,227,0.50220264,0.49779736,0.15135,0.12973,0.00401,0.23675,0.44833,0.02984,0.05026,0.03672,0.03952,0.03625,0.03593,0.04421,0.05901,0.05885,0.04727,0.06383,0.084,0.0934,0.07602,0.07067,0.04925,0.06185,0.04866,0.0443,0.10984,0.15601,0.25444,0.07749,0.09955,0.03267,0.06904,0.06107,0.06119,0.0787,0.144,0.56457,0.13726,0.15417
10368,10368,Neubrunn,Thüringen,512,Neubrunn,512,0.484375,0.515625,0.42461,0.28274,0.13658,0.00702,0.05087,0.09818,0.04419,0.04562,0.04413,0.03573,0.04113,0.04654,0.06155,0.07017,0.05953,0.05818,0.07267,0.09283,0.08671,0.06854,0.04497,0.0583,0.03607,0.03315,0.00928,0.00345,0.08015,0.01411,0.16802,0.20515,0.06809,0.10205,0.32575,0.02395,0.01211,0.43016,0.07566,0.48206
10369,10369,Obermaßfeld-Grimmenthal,Thüringen,1255,Obermaßfeld-Grimmenthal,1255,0.49960159,0.50039841,0.19946,0.08835,0.27216,0.29355,0.09473,0.05175,0.03715,0.03736,0.03904,0.03581,0.04133,0.0532,0.06255,0.05734,0.05355,0.06468,0.07928,0.09417,0.07662,0.0768,0.05327,0.05976,0.0456,0.03248,0.12911,0.05272,0.00904,0.06197,0.12521,0.13295,0.19012,0.01894,0.09383,0.18612,0.07739,0.0823,0.59885,0.24147
10370,10370,Ritschenhausen,Thüringen,342,Ritschenhausen,342,0.49707602,0.50292398,0.15198,0.10599,0.27381,0.20514,0.23822,0.02487,0.05142,0.03918,0.03871,0.03379,0.03877,0.04467,0.05568,0.06393,0.04891,0.06634,0.07624,0.08672,0.07793,0.07863,0.04247,0.06854,0.0499,0.03818,0.05555,0.09632,0.21956,0.11215,0.00165,0.10471,0.01842,0.22648,0.00461,0.16055,0.00912,0.1315,0.03901,0.82037
10371,10371,Rohr,Thüringen,946,Rohr,946,0.51162791,0.48837209,0.09017,0.0056,0.45149,0.05503,0.19418,0.20354,0.03678,0.04882,0.03685,0.03387,0.03828,0.04621,0.06041,0.06997,0.05237,0.06642,0.08044,0.08363,0.07113,0.07784,0.04601,0.06388,0.04791,0.03919,0.06707,0.00634,0.18974,0.00466,0.19341,0.01435,0.05718,0.12091,0.24928,0.09704,0.145,0.37275,0.0988,0.38346
10372,10372,Schwarza,Thüringen,1185,Schwarza,1185,0.50042194,0.49957806,0.03463,0.13425,0.17101,0.38278,0.14787,0.12947,0.03844,0.03857,0.04601,0.04069,0.03827,0.04219,0.06415,0.06183,0.05717,0.06076,0.0848,0.08474,0.07441,0.07756,0.05847,0.05662,0.04339,0.03195,0.27856,0.22499,0.14884,0.02004,0.02483,0.0889,0.04832,0.14415,0.01129,0.01008,0.46453,0.42895,0.08054,0.02598
10373,10373,Utendorf,Thüringen,438,Utendorf,438,0.52283105,0.47716895,0.14112,0.30312,0.12025,0.03293,0.36318,0.03939,0.04792,0.04441,0.03877,0.0395,0.03165,0.04965,0.06855,0.05606,0.05501,0.05815,0.07554,0.09471,0.07278,0.07505,0.04277,0.06659,0.04242,0.04047,0.00273,0.01461,0.04923,0.10911,0.03469,0.06172,0.05892,0.16693,0.46556,0.03652,0.39435,0.12497,0.35076,0.12992
10374,10374,Vachdorf,Thüringen,763,Vachdorf,763,0.46133683,0.53866317,0.23451,0.00339,0.13025,0.23772,0.07511,0.31902,0.03698,0.04834,0.03946,0.03555,0.04113,0.04497,0.05795,0.06833,0.05559,0.05995,0.08154,0.08823,0.08279,0.07333,0.04421,0.05771,0.0407,0.04322,0.05908,0.02909,0.00176,0.11282,0.28127,0.25632,0.07635,0.05601,0.07641,0.05089,0.07522,0.56299,0.05052,0.31127
10375,10375,Meiningen,Thüringen,24852,Meiningen,24852,0.49448737,0.50551263,0.17853,0.12733,0.0435,0.11645,0.30373,0.23045,0.04373,0.04914,0.03673,0.02843,0.04153,0.05248,0.05836,0.06761,0.05659,0.06512,0.07226,0.09047,0.07963,0.0701,0.05017,0.05701,0.03775,0.04288,0.1974,0.05538,0.04598,0.00962,0.07715,0.02895,0.35394,0.02174,0.01265,0.19721,0.16543,0.09253,0.30556,0.43647
10376,10376,Rippershausen,Thüringen,845,Rippershausen,845,0.50769231,0.49230769,0.12855,0.1347,0.03188,0.00102,0.26759,0.43626,0.03992,0.04826,0.03969,0.03318,0.04009,0.04446,0.05913,0.0596,0.0572,0.05639,0.07706,0.08822,0.08326,0.07204,0.04917,0.06383,0.04535,0.04315,0.05927,0.03154,0.22867,0.01129,0.11832,0.08488,0.06803,0.0484,0.04044,0.30917,0.03955,0.26535,0.24012,0.45499
10377,10377,Sülzfeld,Thüringen,837,Sülzfeld,837,0.47072879,0.52927121,0.26097,0.05406,0.13271,0.11432,0.0121,0.42583,0.03862,0.04531,0.04703,0.03511,0.03729,0.04342,0.06467,0.06334,0.05236,0.06768,0.08287,0.08044,0.07507,0.07613,0.0473,0.06501,0.03629,0.04205,0.03301,0.15958,0.25334,0.05588,0.03181,0.15848,0.10069,0.0553,0.14589,0.00602,0.00677,0.76022,0.19134,0.04167
10378,10378,Untermaßfeld,Thüringen,1310,Untermaßfeld,1310,0.59160305,0.40839695,0.26994,0.00629,0.00842,0.50929,0.0628,0.14328,0.04548,0.04684,0.0327,0.03742,0.03152,0.04162,0.07027,0.06972,0.05178,0.06872,0.08378,0.08849,0.08338,0.06581,0.04168,0.06764,0.03645,0.0367,0.16166,0.22156,0.20783,0.11349,0.00921,0.01136,0.05987,0.00639,0.1856,0.02302,0.33816,0.09423,0.13902,0.42859
10379,10379,Breitungen/Werra,Thüringen,4763,Breitungen/Werra,4763,0.49296662,0.50703338,0.46286,0.16894,0.02028,0.04151,0.14309,0.16331,0.04026,0.04005,0.03785,0.03194,0.03975,0.04168,0.06622,0.06433,0.04827,0.07002,0.07719,0.08466,0.08376,0.0781,0.0554,0.06009,0.04203,0.0384,0.14665,0.10568,0.04153,0.00912,0.03102,0.08794,0.10162,0.29327,0.09766,0.08552,0.08448,0.53916,0.10785,0.26851
10380,10380,Fambach,Thüringen,2074,Fambach,2074,0.50192864,0.49807136,0.14094,0.28792,0.2089,0.03007,0.2698,0.06237,0.04495,0.037,0.0456,0.02567,0.03133,0.0501,0.06565,0.0668,0.04814,0.06793,0.07483,0.08017,0.07645,0.08074,0.05735,0.06701,0.03619,0.04407,0.08803,0.1631,0.22671,0.02515,0.04727,0.16588,0.02384,0.13296,0.03824,0.08882,0.02598,0.705,0.01612,0.2529
10381,10381,Rosa,Thüringen,688,Rosa,688,0.51017442,0.48982558,0.35182,0.21304,0.23457,0.1708,0.02687,0.0029,0.04272,0.03485,0.03326,0.04046,0.03108,0.05386,0.07002,0.06109,0.05984,0.05716,0.08429,0.09342,0.08348,0.07095,0.04859,0.05929,0.03737,0.03826,0.33235,0.00178,0.10321,0.11434,0.02854,0.07569,0.03675,0.19269,0.02773,0.0869,0.05929,0.1697,0.63585,0.13516
10382,10382,Roßdorf,Thüringen,610,Roßdorf,610,0.52459016,0.47540984,0.0711,0.29929,0.0975,0.19535,0.2051,0.13166,0.04767,0.04744,0.0342,0.02726,0.03814,0.05445,0.06706,0.06487,0.04832,0.06029,0.08297,0.08957,0.07127,0.07798,0.04423,0.0614,0.04731,0.03557,0.21042,0.17741,0.11995,0.07443,0.07278,0.06266,0.07724,0.00026,0.08513,0.11971,0.55618,0.0376,0.20944,0.19677
10383,10383,Friedrichroda,Thüringen,7275,Friedrichroda,7275,0.48316151,0.51683849,0.20923,0.53349,0.02182,0.01767,0.00265,0.21515,0.04487,0.04981,0.04928,0.03124,0.03713,0.04081,0.06164,0.0568,0.06194,0.05928,0.07532,0.0839,0.07899,0.07682,0.05415,0.05435,0.04642,0.03726,0.03161,0.08735,0.00035,0.03598,0.11513,0.03897,0.26849,0.11515,0.15223,0.15475,0.38091,0.19345,0.32082,0.10482
10384,10384,Gotha,Thüringen,45733,Gotha,45733,0.49585638,0.50414362,0.1841,0.05451,0.2788,0.20377,0.09727,0.18155,0.04708,0.04845,0.03575,0.03796,0.03701,0.0446,0.06634,0.06449,0.05502,0.06234,0.08064,0.08105,0.08105,0.06957,0.05262,0.05385,0.04873,0.03345,0.08067,0.15718,0.02589,0.0005,0.30046,0.15238,0.07709,0.13645,0.00966,0.05973,0.23317,0.72576,0.00207,0.039
10385,10385,Bad Tabarz,Thüringen,4045,Bad Tabarz,4045,0.49196539,0.50803461,0.02792,0.02764,0.02274,0.24309,0.63683,0.04177,0.04916,0.04676,0.03801,0.0278,0.03238,0.05077,0.06517,0.06389,0.05826,0.06763,0.07905,0.08894,0.0827,0.06953,0.04112,0.05418,0.04046,0.04417,0.09111,0.0836,0.18286,0.00472,0.14888,0.20378,0.01503,0.0316,0.04422,0.19418,0.67992,0.20036,0.04234,0.07737
10386,10386,Tambach-Dietharz/Thür. Wald,Thüringen,4276,Tambach-Dietharz/Thür. Wald,4276,0.505145,0.494855,0.0657,0.10521,0.11836,0.05024,0.37869,0.28181,0.03761,0.04651,0.03735,0.02775,0.04034,0.04324,0.05886,0.06096,0.05054,0.05847,0.0836,0.08659,0.08542,0.0766,0.05191,0.06235,0.04588,0.04603,0.23712,0.16179,0.076,0.03034,0.053,0.20444,0.00238,0.02516,0.1792,0.03055,0.00589,0.2378,0.64505,0.11126
10387,10387,Waltershausen,Thüringen,12973,Waltershausen,12973,0.49364064,0.50635936,0.04624,0.31495,0.25771,0.05344,0.16756,0.16011,0.0451,0.04552,0.03823,0.04014,0.04572,0.05071,0.06826,0.06179,0.04588,0.05696,0.07712,0.08471,0.07976,0.07292,0.0531,0.0549,0.03872,0.04047,0.01134,0.09261,0.38276,0.0782,0.06763,0.03724,0.0436,0.10465,0.049,0.13298,0.01846,0.23761,0.1738,0.57013
10388,10388,Nesse-Apfelstädt,Thüringen,5939,Nesse-Apfelstädt,5939,0.49520121,0.50479879,0.02337,0.27505,0.00572,0.54431,0.08914,0.06241,0.03497,0.0356,0.04129,0.03783,0.04093,0.0531,0.06354,0.05692,0.05922,0.07214,0.07648,0.08788,0.07107,0.06558,0.04071,0.06864,0.05156,0.04253,0.1007,0.03481,0.17689,0.02098,0.26686,0.00755,0.03531,0.20541,0.12492,0.02658,0.33844,0.12843,0.07428,0.45885
10389,10389,Hörsel,Thüringen,4753,Hörsel,4753,0.49842205,0.50157795,0.34323,0.00524,0.02605,0.40901,0.09723,0.11925,0.04366,0.04373,0.04271,0.03737,0.04447,0.0479,0.06585,0.05609,0.0582,0.06123,0.07332,0.08948,0.07052,0.07649,0.05007,0.05752,0.03752,0.04386,0.00802,0.01871,0.24422,0.06931,0.10528,0.0687,0.09056,0.01203,0.08715,0.296,0.59358,0.1148,0.07519,0.21643
10390,10390,Bienstädt,Thüringen,657,Bienstädt,657,0.52663623,0.47336377,0.50379,0.01639,0.22231,0.07218,0.04255,0.14278,0.04562,0.04653,0.0463,0.02563,0.03427,0.04753,0.05645,0.05802,0.05517,0.06661,0.08276,0.09507,0.08434,0.06794,0.04193,0.06246,0.03881,0.04455,0.15547,0.02745,0.05628,0.06422,0.06712,0.18678,0.04623,0.10228,0.07609,0.21809,0.4383,0.17389,0.2522,0.1356
10391,10391,Eschenbergen,Thüringen,717,Eschenbergen,717,0.50767085,0.49232915,0.0707,0.38564,0.04844,0.01482,0.20835,0.27206,0.04893,0.04265,0.04749,0.03088,0.0452,0.05297,0.06659,0.05307,0.04909,0.06182,0.07232,0.07916,0.07965,0.07427,0.05143,0.06397,0.0481,0.03242,0.17934,0.11545,0.19677,0.03397,0.14077,0.08308,0.17341,0.02301,0.04887,0.00533,0.58168,0.08428,0.32103,0.01301
10392,10392,Friemar,Thüringen,1051,Friemar,1051,0.49000951,0.50999049,0.1158,0.04833,0.22202,0.30217,0.13851,0.17317,0.05035,0.04413,0.03613,0.031,0.04257,0.04583,0.06725,0.05687,0.06224,0.06358,0.07804,0.08797,0.07207,0.0733,0.05194,0.05777,0.04456,0.0344,0.02153,0.10321,0.23205,0.06557,0.09352,0.25009,0.07229,0.03714,0.04036,0.08424,0.29998,0.29899,0.2545,0.14653
10393,10393,Molschleben,Thüringen,1015,Molschleben,1015,0.50147783,0.49852217,0.22689,0.32381,0.00628,0.31375,0.01386,0.1154,0.0451,0.03729,0.03727,0.02986,0.03303,0.04022,0.06881,0.06923,0.04679,0.06871,0.0799,0.09083,0.07197,0.07766,0.04723,0.06738,0.0501,0.03862,0.18456,0.16616,0.05678,0.04718,0.0051,0.16808,0.07974,0.04135,0.05224,0.19881,0.27946,0.07046,0.38596,0.26411
10394,10394,Nottleben,Thüringen,415,Nottleben,415,0.49638554,0.50361446,0.06797,0.31227,0.21101,0.14204,0.06813,0.19858,0.04634,0.04311,0.04619,0.02587,0.03568,0.04223,0.07029,0.05953,0.05461,0.06586,0.07452,0.09267,0.07907,0.08005,0.04455,0.05962,0.04401,0.0358,0.19684,0.1359,0.04612,0.03031,0.20246,0.02946,0.15582,0.11692,0.00743,0.07873,0.76603,0.06909,0.03114,0.13374
10395,10395,Pferdingsleben,Thüringen,388,Pferdingsleben,388,0.52835052,0.47164948,0.06974,0.00136,0.15189,0.11937,0.36839,0.28925,0.0439,0.04056,0.03781,0.03689,0.03348,0.0515,0.06653,0.06614,0.06276,0.06304,0.07546,0.08195,0.08287,0.07063,0.04708,0.05641,0.04821,0.03477,0.17428,0.18362,0.14605,0.04506,0.04937,0.01346,0.02852,0.14613,0.12384,0.08967,0.46389,0.1862,0.20714,0.14276
10396,10396,Tröchtelborn,Thüringen,303,Tröchtelborn,303,0.47524752,0.52475248,0.42291,0.00763,0.03528,0.17314,0.20692,0.15412,0.05004,0.04099,0.04162,0.02888,0.03844,0.04619,0.06621,0.06626,0.05957,0.05956,0.07528,0.08677,0.07461,0.07024,0.05101,0.06179,0.04611,0.03643,0.06812,0.1704,0.00925,0.07238,0.03171,0.16844,0.09721,0.20917,0.00208,0.17124,0.02087,0.31019,0.18691,0.48204
10397,10397,Tüttleben,Thüringen,794,Tüttleben,794,0.4836272,0.5163728,0.20168,0.29973,0.20453,0.25593,0.02549,0.01264,0.04788,0.05076,0.04345,0.03025,0.03099,0.05427,0.06844,0.05743,0.05422,0.06407,0.07482,0.08529,0.07291,0.07482,0.04227,0.06669,0.0491,0.03236,0.12218,0.00237,0.19951,0.03009,0.0928,0.19398,0.23914,0.01346,0.02001,0.08646,0.06584,0.11593,0.64805,0.17018
10398,10398,Zimmernsupra,Thüringen,334,Zimmernsupra,334,0.51197605,0.48802395,0.0043,0.38378,0.02038,0.02245,0.42154,0.14754,0.03639,0.03941,0.03766,0.02883,0.04635,0.05004,0.07225,0.07102,0.05849,0.05704,0.0722,0.08588,0.07905,0.07394,0.05168,0.05887,0.04331,0.03758,0.06214,0.09677,0.00107,0.25419,0.10885,0.23038,0.0095,0.07817,0.1148,0.04412,0.4987,0.19076,0.30057,0.00997
10399,10399,Dachwig,Thüringen,1610,Dachwig,1610,0.49192547,0.50807453,0.10954,0.13141,0.35404,0.01759,0.35002,0.0374,0.0468,0.04452,0.04456,0.03196,0.04638,0.04084,0.06935,0.05711,0.05893,0.06152,0.0801,0.07925,0.07556,0.07509,0.04299,0.05863,0.0418,0.04462,0.10869,0.02808,0.03163,0.00931,0.08446,0.11057,0.24936,0.00556,0.05394,0.3184,0.09738,0.36117,0.10616,0.43529
10400,10400,Döllstädt,Thüringen,1086,Döllstädt,1086,0.47882136,0.52117864,0.36625,0.00836,0.10032,0.01796,0.46837,0.03874,0.04618,0.04052,0.04368,0.02781,0.03987,0.04662,0.06407,0.06494,0.04811,0.06954,0.0842,0.08457,0.08522,0.06732,0.04339,0.06507,0.04137,0.03751,0.37477,0.0635,0.00984,0.20809,0.00911,0.03708,0.01071,0.02601,0.08286,0.17801,0.39174,0.03839,0.1033,0.46656
10401,10401,Gierstädt,Thüringen,830,Gierstädt,830,0.50240964,0.49759036,0.09302,0.40792,0.33818,0.02156,0.12774,0.01158,0.03996,0.05097,0.04486,0.03558,0.03457,0.05451,0.06787,0.0613,0.04793,0.06116,0.07551,0.08784,0.08017,0.07209,0.05255,0.05562,0.03947,0.03805,0.09573,0.04088,0.02793,0.13618,0.2386,0.00496,0.13417,0.14068,0.17572,0.00514,0.16005,0.1444,0.38692,0.30863
10402,10402,Großfahner,Thüringen,811,Großfahner,811,0.51294698,0.48705302,0.00892,0.19091,0.18822,0.03715,0.02002,0.55479,0.03733,0.04906,0.04405,0.02897,0.03485,0.04212,0.06732,0.06076,0.05887,0.0591,0.07275,0.09203,0.08314,0.07447,0.04869,0.06506,0.04543,0.03601,0.02474,0.31315,0.01892,0.01774,0.32774,0.13514,0.07018,0.02685,0.00752,0.05801,0.3122,0.04611,0.50918,0.13251
10403,10403,Tonna,Thüringen,2795,Tonna,2795,0.56529517,0.43470483,0.09861,0.4628,0.02795,0.039,0.24872,0.12291,0.05027,0.0371,0.04655,0.02913,0.04184,0.04929,0.06928,0.05985,0.05278,0.06474,0.07916,0.09082,0.07074,0.06644,0.04302,0.0567,0.04938,0.0429,0.10639,0.04681,0.09747,0.05751,0.10739,0.27075,0.00132,0.14311,0.06371,0.10554,0.39847,0.10988,0.1945,0.29715
10404,10404,Luisenthal,Thüringen,1224,Luisenthal,1224,0.49836601,0.50163399,0.10979,0.10224,0.00432,0.13837,0.01854,0.62674,0.03652,0.04212,0.04786,0.03184,0.03947,0.04273,0.06996,0.05767,0.05061,0.06833,0.07716,0.09372,0.08059,0.08065,0.05362,0.0535,0.0381,0.03555,0.00976,0.06555,0.01662,0.05699,0.00702,0.08205,0.24933,0.00296,0.32001,0.18972,0.09079,0.52595,0.08936,0.2939
10405,10405,Ohrdruf,Thüringen,9784,Ohrdruf,9784,0.50245298,0.49754702,0.49207,0.01537,0.00653,0.00797,0.30335,0.1747,0.04625,0.03471,0.04192,0.02749,0.03512,0.05285,0.05769,0.06902,0.05948,0.07015,0.08182,0.07777,0.07713,0.0744,0.04595,0.0666,0.0482,0.03345,0.05802,0.16551,0.16406,0.0468,0.10659,0.05574,0.13179,0.0504,0.06536,0.15573,0.72219,0.15676,0.00072,0.12033
10406,10406,Schwabhausen,Thüringen,782,Schwabhausen,782,0.51790281,0.48209719,0.17899,0.0055,0.00062,0.38265,0.32667,0.10557,0.03794,0.03655,0.03691,0.02887,0.04263,0.04018,0.06992,0.0655,0.05133,0.07155,0.0767,0.08432,0.07797,0.07159,0.05534,0.06315,0.05055,0.03901,0.20369,0.0084,0.00021,0.05034,0.16667,0.06972,0.04604,0.23788,0.08829,0.12875,0.07094,0.09873,0.72414,0.10619
10407,10407,Drei Gleichen,Thüringen,7931,Drei Gleichen,7931,0.50119783,0.49880217,0.03336,0.39446,0.13342,0.06391,0.04942,0.32544,0.03738,0.03613,0.03809,0.03894,0.04529,0.0535,0.06637,0.05769,0.06118,0.06766,0.07784,0.08363,0.0748,0.06702,0.05221,0.05338,0.05096,0.03793,0.06469,0.35104,0.24112,0.05945,0.04066,0.15897,0.01928,0.05206,0.00072,0.012,0.2057,0.00136,0.14034,0.6526
10408,10408,Sonneborn,Thüringen,1173,Sonneborn,1173,0.50127877,0.49872123,0.12666,0.08941,0.0131,0.28507,0.26871,0.21704,0.0503,0.04052,0.03437,0.03556,0.03466,0.04062,0.06869,0.06472,0.05747,0.06389,0.08417,0.08468,0.07449,0.06754,0.04201,0.06975,0.04382,0.04274,0.17181,0.15773,0.0256,0.25019,0.02257,0.00682,0.11797,0.14198,0.03577,0.06957,0.5583,0.10069,0.10108,0.23993
10409,10409,Nessetal,Thüringen,7999,Nessetal,7999,0.49993749,0.50006251,0.12314,0.0897,0.06225,0.14686,0.17782,0.40023,0.05074,0.04393,0.04478,0.03661,0.03406,0.04689,0.06652,0.06665,0.0479,0.06695,0.07117,0.08113,0.08742,0.07171,0.05032,0.05703,0.04561,0.03057,0.09424,0.02228,0.08262,0.05161,0.10123,0.20056,0.05648,0.09927,0.05977,0.23194,0.13637,0.19364,0.62172,0.04826
10410,10410,Emleben,Thüringen,698,Emleben,698,0.50286533,0.49713467,0.29429,0.01451,0.05461,0.16169,0.05409,0.4208,0.04483,0.03885,0.04713,0.0413,0.04037,0.04296,0.06089,0.06547,0.05264,0.05856,0.08412,0.08283,0.08717,0.06984,0.05035,0.06299,0.03612,0.03357,0.31806,0.31285,0.12596,0.01794,0.03496,0.06666,0.00888,0.03425,0.07956,0.00086,0.25087,0.38122,0.00447,0.36344
10411,10411,Herrenhof,Thüringen,760,Herrenhof,760,0.49473684,0.50526316,0.04613,0.28526,0.30557,0.00052,0.18975,0.17276,0.0388,0.03673,0.04675,0.03919,0.03743,0.04503,0.06886,0.06213,0.0531,0.07117,0.07092,0.08861,0.0797,0.06622,0.04863,0.06738,0.03912,0.04023,0.00493,0.1365,0.19596,0.13613,0.03016,0.20666,0.01571,0.16601,0.08828,0.01966,0.03323,0.32429,0.38049,0.26199
10412,10412,Georgenthal,Thüringen,7301,Georgenthal,7301,0.49623339,0.50376661,0.05702,0.13021,0.20363,0.0867,0.05656,0.46588,0.04451,0.04152,0.03397,0.03326,0.03462,0.05066,0.0588,0.05922,0.05013,0.07306,0.07559,0.09662,0.08075,0.07796,0.05287,0.05611,0.04359,0.03677,0.03566,0.10768,0.01841,0.17551,0.05306,0.03757,0.04265,0.3412,0.00462,0.18363,0.35236,0.33194,0.29203,0.02367
10413,10413,Sömmerda,Thüringen,19034,Sömmerda,19034,0.49180414,0.50819586,0.03396,0.33647,0.04844,0.37694,0.07116,0.13304,0.0415,0.04426,0.04647,0.03728,0.03213,0.05047,0.06417,0.05992,0.0515,0.06733,0.08296,0.08006,0.07925,0.06914,0.05299,0.06972,0.04011,0.03073,0.02901,0.12046,0.2512,0.03883,0.17049,0.04368,0.13979,0.02955,0.16336,0.01362,0.13725,0.46879,0.28696,0.10699
10414,10414,Weißensee,Thüringen,3719,Weißensee,3719,0.49314332,0.50685668,0.04896,0.18719,0.32335,0.10486,0.01715,0.31849,0.03572,0.04267,0.046,0.03362,0.04444,0.04355,0.05836,0.06828,0.05412,0.06005,0.0827,0.09018,0.07228,0.06945,0.05481,0.06071,0.04071,0.04235,0.01393,0.02118,0.13237,0.07684,0.13039,0.31812,0.21202,0.02375,0.05368,0.01771,0.38473,0.19201,0.21474,0.20852
10415,10415,Buttstädt,Thüringen,6707,Buttstädt,6707,0.50588937,0.49411063,0.16213,0.07553,0.16034,0.08015,0.11157,0.41029,0.04079,0.03988,0.03734,0.03735,0.04285,0.05389,0.06968,0.05875,0.05955,0.07112,0.07311,0.08779,0.07354,0.07648,0.04245,0.05474,0.04985,0.03083,0.0062,0.02929,0.12072,0.07814,0.24984,0.02574,0.05135,0.25817,0.06973,0.11082,0.26382,0.08767,0.21178,0.43674
10416,10416,Andisleben,Thüringen,605,Andisleben,605,0.5338843,0.4661157,0.14235,0.12156,0.0109,0.13484,0.57175,0.0186,0.04,0.05158,0.04384,0.03461,0.04092,0.04243,0.05828,0.05779,0.05347,0.05782,0.08444,0.09005,0.07575,0.06646,0.05684,0.05989,0.04766,0.03817,0.23605,0.02148,0.03109,0.1149,0.10163,0.10608,0.15155,0.19254,0.04114,0.00355,0.11188,0.05547,0.00682,0.82583
10417,10417,Gebesee,Thüringen,2141,Gebesee,2141,0.50023354,0.49976646,0.19345,0.1096,0.09784,0.00951,0.12237,0.46723,0.03679,0.04123,0.04445,0.03295,0.03869,0.04656,0.07002,0.07001,0.04877,0.05635,0.08461,0.07957,0.07939,0.07289,0.05131,0.06034,0.04073,0.04534,0.17886,0.0056,0.1052,0.0124,0.01833,0.02143,0.12858,0.2566,0.25267,0.02033,0.37982,0.23141,0.35419,0.03459
10418,10418,Ringleben,Thüringen,493,Ringleben,493,0.51521298,0.48478702,0.07798,0.12147,0.16825,0.45403,0.09142,0.08685,0.0499,0.03999,0.03949,0.03381,0.03895,0.0452,0.05874,0.06322,0.06075,0.06902,0.07106,0.09185,0.07784,0.07514,0.04962,0.05426,0.04414,0.03701,0.23521,0.01195,0.06091,0.05677,0.0049,0.04195,0.07498,0.3601,0.07728,0.07595,0.02116,0.03212,0.62153,0.32519
10419,10419,Walschleben,Thüringen,1832,Walschleben,1832,0.49508734,0.50491266,0.00164,0.12671,0.4644,0.22736,0.14877,0.03113,0.04911,0.03887,0.04031,0.03632,0.03974,0.04971,0.06833,0.05517,0.05764,0.06688,0.08636,0.08272,0.07634,0.07227,0.04178,0.06498,0.04208,0.03139,0.07158,0.11698,0.01018,0.03468,0.03669,0.0484,0.02493,0.45131,0.02956,0.17571,0.02466,0.3274,0.18014,0.46781
10420,10420,Büchel,Thüringen,246,Büchel,246,0.5,0.5,0.18103,0.011,0.28376,0.50609,0.01375,0.00436,0.042,0.03725,0.04694,0.02611,0.03873,0.04459,0.06756,0.06854,0.04966,0.06509,0.0855,0.08461,0.08543,0.07711,0.04454,0.05855,0.04304,0.03473,0.02851,0.06769,0.26262,0.05563,0.06038,0.07197,0.02184,0.02803,0.14872,0.25461,0.53802,0.18974,0.20325,0.06898
10421,10421,Griefstedt,Thüringen,261,Griefstedt,261,0.49042146,0.50957854,0.08351,0.04588,0.25321,0.49212,0.06636,0.05892,0.03492,0.0429,0.04868,0.02454,0.04609,0.0515,0.06904,0.06062,0.04641,0.06833,0.08064,0.09301,0.07711,0.06715,0.04975,0.05542,0.03879,0.0451,0.12748,0.11249,0.12718,0.06474,0.00468,0.02096,0.04477,0.0947,0.1867,0.21629,0.33969,0.28175,0.24186,0.1367
